Moneda,Siglas,Precio,Cambio 1 h,Cambio 24 h,Cambio 7 d,Volumen en 24 horas,Cap. de mercado,FDV,Cap merc/FDV,Cluster,Grupo
Gomining Token,GMT,0.12,0.1,-1.5,-2.0,342096,52298083,52298083,100,0,0
Magic Internet Money,MIM,1.0,0.0,0.3,-1.8,1489303,52176753,171345512,030,0,0
ARK,ARK,0.3,-0.0,-2.7,5.4,10899662,52022806,0,-,0,0
XSGD,XSGD,0.74,0.0,-0.0,-0.8,7990520,51587987,51587987,100,0,0
WazirX,WRX,0.11,-0.3,-3.2,-7.2,678127,51397659,112586510,046,0,0
Coinweb,CWEB,0.02,-0.1,-3.6,-10.7,206784,51129300,122722020,042,0,0
Nest Protocol,NEST,0.01,2.3,7.9,4.9,896509,51047999,86089277,059,0,0
ARPA,ARPA,0.05,-0.5,-4.0,-4.6,7745977,50740795,103323371,049,0,0
DexTools,DEXT,0.54,-0.3,-0.1,-9.6,226080,50601636,73239420,069,0,0
Koda Cryptocurrency,KODA,0.0,0.0,0.0,0.0,0,50208210,1023807,-,0,0
DOLA,DOLA,0.99,-0.0,-0.1,0.1,1005248,49854825,62466061,080,0,0
Cobak,CBK,0.65,-0.1,-0.4,4.7,1997950,49544273,64808180,076,0,0
BOB,BOB,1.0,0.0,-0.1,-0.0,373899,49447776,0,-,0,0
Ultra,UOS,0.18,0.2,1.0,-1.3,1121243,49282536,182263345,027,0,0
r/CryptoCurrency Moons,MOON,0.46,-0.2,-4.8,7.1,495752,49271560,49784428,099,0,0
Sologenic,SOLO,0.12,-0.3,-3.3,-8.5,580259,49238144,49336976,100,0,0
FUNToken,FUN,0.0,-0.8,-1.7,-7.1,610986,49182366,51043115,096,0,0
Hooked Protocol,HOOK,0.97,0.2,-4.0,-1.4,6826332,48449889,484498894,010,0,0
Euler,EUL,2.59,-0.2,1.5,2.3,260533,48398054,70496720,069,0,0
Creditcoin,CTC,0.19,0.1,0.3,-1.7,18300997,48381559,384798658,013,0,0
XYO Network,XYO,0.0,-0.6,-0.7,-3.4,334061,48376120,48376120,100,0,0
TempleDAO,TEMPLE,1.04,-0.0,0.3,0.9,1224094,47716006,173856368,027,0,0
Dawn Protocol,DAWN,0.64,-0.1,-0.6,0.3,998346,47650084,49009173,097,0,0
Ecoin,ECOIN,0.0,0.0,-32.2,-33.5,2321,47437303,102873708,046,0,0
Adventure Gold,AGLD,0.61,-0.3,-4.0,-2.2,10001494,47285144,48949424,097,0,0
Aergo,AERGO,0.11,0.2,0.2,-0.2,772747,47210210,53647966,088,0,0
THORSwap,THOR,0.36,0.4,-14.4,297.3,2388077,47077522,164356793,029,0,0
Raydium,RAY,0.21,-0.3,-0.7,-0.8,2022084,47043307,116697606,040,0,0
AllianceBlock Nexera,NXRA,0.06,1.2,1.6,-0.3,296879,46956817,54013622,087,0,0
SOMESING Exchange,SSX,0.02,-0.4,-1.0,-2.5,440020,46705999,99175005,047,0,0
Gods Unchained,GODS,0.19,-2.2,11.7,15.6,1701085,46536036,97486920,048,0,0
Bytom,BTM,0.03,-0.1,-1.6,4.3,204845,46400487,54114230,086,0,0
Badger DAO,BADGER,2.35,-1.0,-9.6,7.1,35840409,46391018,49286261,094,0,0
Aavegotchi,GHST,0.9,0.1,-2.8,-4.2,1123219,46113231,47546967,097,0,0
ALEX Lab,ALEX,0.08,-1.0,-0.7,-3.7,282962,46110696,75260354,061,0,0
Pirate Chain,ARRR,0.23,-0.2,-1.8,12.3,3353242,45998316,46885914,098,0,0
Tenset,10SET,0.27,-0.1,-0.4,2.5,1722166,45991265,45991265,100,0,0
Rally,RLY,0.01,5.6,32.4,37.9,7957455,45984521,137626216,033,0,0
DFUK,DFUK,2.19,0.0,0.0,0.0,0,45964205,45964205,-,0,0
Boba Network,BOBA,0.13,-0.0,0.1,0.4,854555,45539067,66426354,069,0,0
COMBO,COMBO,0.64,-0.1,-2.8,-0.3,2496047,45348648,63824817,071,0,0
Voyager VGX,VGX,0.15,0.1,-1.3,-7.0,5223840,45228666,45228666,100,0,0
Origin Protocol,OGN,0.09,-0.5,-4.6,-6.9,20987914,45136270,89782640,050,0,0
Real USD,USDR,1.0,-0.1,0.0,0.2,413698,45114507,45114507,100,0,0
SuperRare,RARE,0.07,-0.7,2.2,-0.5,1565874,45073583,72985277,062,0,0
Verasity,VRA,0.0,-0.0,-0.3,-6.0,3020501,44662190,478256775,009,0,0
Strike,STRK,11.5,0.0,-1.4,0.4,2684091,44324524,75283673,059,0,0
Dero,DERO,3.49,0.1,1.1,-14.7,2085515,44269272,73331935,060,0,0
Firmachain,FCT,0.06,-0.1,0.1,6.0,4206502,44217071,46443873,095,0,0
Alien Worlds,TLM,0.01,-0.8,-7.4,5.2,9232399,44030489,120642726,036,0,0
Metadium,META,0.03,0.0,-1.4,-6.3,1209303,43527500,51592135,084,0,0
Axion,AXN,0.0,0.0,-0.4,0.2,26199,43431003,0,-,0,0
Acala,ACA,0.06,0.0,-4.1,-3.9,2300619,43260455,89729682,048,0,0
AirTor Protocol,ATOR,0.59,2.2,-0.3,12.0,127289,42516204,58424903,073,0,0
Morpheus Network,MNW,1.14,0.4,1.5,6.1,180511,42479533,54228323,078,0,0
Zignaly,ZIG,0.01,1.1,2.9,2.1,388223,42062845,147937959,-,0,0
Carry,CRE,0.0,0.6,5.4,-0.6,12889540,41981934,47615235,088,0,0
Bficoin,BFIC,22.02,0.1,-0.3,-10.0,455812,41549168,461712631,009,0,0
Vega Protocol,VEGA,0.78,-0.0,-2.5,-9.2,142942,41281757,50609388,082,0,0
Humans.ai,HEART,0.01,-0.6,-4.8,-5.9,211356,41201474,71344543,058,0,0
T-mac DAO,TMG,23.52,-0.0,12.5,54.0,7047113,41159225,23519556912,000,0,0
Moonriver,MOVR,5.43,1.3,4.9,6.4,2791291,40897132,59687715,069,0,0
CEEK Smart VR,CEEK,0.05,-1.1,0.3,-1.4,5889626,40635708,48915935,083,0,0
Storj,STORJ,0.28,-0.6,-2.8,-3.2,11475500,40620003,120062653,034,0,0
Maple,MPL,5.1,-0.2,-4.2,-12.4,588445,40546551,51200567,079,0,0
ThunderCore,TT,0.0,-0.0,-0.9,-1.6,2261010,40523659,40523659,100,0,0
Loom Network (OLD),LOOMOLD,0.05,0.9,1.3,-1.2,119267,40396194,48441646,083,0,0
sUSD,SUSD,1.0,0.0,-0.0,0.0,213371,40390192,40390192,100,0,0
Aura Finance,AURA,1.19,-0.1,0.5,-5.2,236325,40378148,118403185,034,0,0
IDEX,IDEX,0.05,-0.1,-3.1,-0.4,2810804,40006156,52564863,076,0,0
Bella Protocol,BEL,0.67,-0.0,-1.1,2.0,1490096,39903866,67065320,060,0,0
TrueFi,TRU,0.04,0.0,-4.2,2.8,2092387,39850066,44751974,089,0,0
Osaka Protocol,OSAK,0.0,-3.6,4.0,95.7,790314,39797608,52262125,076,0,0
BiLira,TRYB,0.04,1.1,0.5,0.2,105907,39513114,39513114,100,0,0
Wanchain,WAN,0.2,0.8,-0.3,-0.5,1077715,39315708,41925612,094,0,0
Meter Governance,MTRG,1.82,-0.9,-0.3,0.1,2881059,39227091,81827320,048,0,0
SuperVerse,SUPER,0.1,-0.7,-0.2,5.2,21757101,39168283,96308592,041,0,0
KILT Protocol,KILT,0.31,-1.3,-1.9,-12.0,8232660,39045395,91355843,043,0,0
Orchid Protocol,OXT,0.07,-0.5,-7.6,-3.1,15091482,38849519,65674693,059,0,0
Destablecoin HAY,HAY,1.0,0.0,0.0,-0.0,393139,38670585,43981080,088,0,0
Zebec Protocol,ZBC,0.01,0.1,9.4,29.0,13772864,38084998,115322203,033,0,0
NvirWorld,NVIR,0.04,-0.8,4.3,56.7,798620,38003109,379511294,010,0,0
Hifi Finance,HIFI,0.37,0.5,0.3,16.4,2047474,37962530,43913995,086,0,0
Kin,KIN,0.0,-0.7,-10.2,-4.1,485381,37859293,37859293,100,0,0
Aura BAL,AURABAL,11.77,0.1,0.1,-1.2,1120426,37849533,37849533,100,0,0
Hifi Finance [OLD],MFT,0.0,0.0,0.0,0.0,0,37520700,39972822,-,0,0
A Hunters Dream,CAW,0.0,0.1,-2.1,-14.8,1056373,37384796,39146384,096,0,0
Perpetual Protocol,PERP,0.51,-1.4,-0.7,-1.9,4123898,37279807,77013932,048,0,0
Radio Caca,RACA,0.0,-0.3,-0.7,-5.2,2136599,36985649,55126013,067,0,0
HyperCash,HC,0.06,0.2,-4.9,-0.8,4368471,36981427,0,-,0,0
Evmos,EVMOS,0.07,-2.3,-3.6,-5.8,944367,36895414,67196714,055,0,0
Gas,GAS,2.62,-0.2,0.1,-1.5,5302996,36623396,262813710,014,0,0
LCX,LCX,0.05,-0.4,-0.5,2.2,1882566,36383965,44597826,082,0,0
Electroneum,ETN,0.0,0.2,-1.3,-0.6,760107,36352024,42590484,085,0,0
Uquid Coin,UQC,3.56,0.0,0.2,3.5,1863649,35640800,142563200,025,0,0
Star Atlas DAO,POLIS,0.16,-2.3,3.3,38.1,296692,35476630,58938539,060,0,0
Bean,BEAN,1.0,0.0,0.1,0.0,499522,35265342,35265850,100,0,0
Mossland,MOC,0.09,0.0,-1.7,1.9,1284359,35151260,44105608,080,0,0
Snowbank,SB,219.81,0.0,-0.1,-1.0,242517,35090524,35090524,100,0,0
BitMEX,BMEX,0.35,0.0,-1.7,2.5,3377437,35062400,158176240,022,0,0
Reef,REEF,0.0,-0.1,-3.7,-2.4,9690364,35032040,35032040,100,0,0
Persistence,XPRT,0.2,0.1,0.3,-14.9,388798,34962458,79933692,044,0,0
Fei USD,FEI,1.0,0.1,-0.1,1.0,2034269,34874949,35133894,099,0,0
Victoria VR,VR,0.01,-0.2,-0.5,-6.6,455070,34689595,134580905,026,0,0
UwU Lend,UWU,16.35,0.0,0.0,0.0,0,34682471,261677971,-,0,0
SingularityDAO,SDAO,0.41,-0.1,0.2,-1.8,834727,34608262,41009947,084,0,0
Chainge Finance,CHNG,0.08,0.4,-1.5,-1.8,7872777,34594355,65397644,053,0,0
Premia,PREMIA,0.54,-0.9,11.1,6.0,164290,34048447,53725447,063,0,0
